DonorName,Textbox5,GeographicAreaCode_ISO2,GeographicAreaCode_ISO3,GeographicAreaName,DonorParentName,ReplenishmentCycle,Indicator,TransactionType,SourceCurrency,Year,Month,Amount
France,[1],FR,FRA,France,Public Sector,2011-2013,Pledge,USD Equivalent,EUR,2012,Dec,474516835.82
Canada,,CA,CAN,Canada,Public Sector,2008-2010,Pledge,Source Currency,CAD,2009,Dec,150000000
Uganda,,UG,UGA,Uganda,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2020,Mar,113553.04
Australia,,AU,AUS,Australia,Public Sector,2017-2019,Contribution,USD Equivalent,AUD,2018,Aug,29821073.49
Germany,,DE,DEU,Germany,Public Sector,2014-2016,Contribution,Source Currency,EUR,2014,Jan,50000000
Netherlands,,NL,NLD,Netherlands,Public Sector,2011-2013,Contribution,Source Currency,EUR,2011,Dec,69100000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2011-2013,Pledge,USD Equivalent,GBP,2011,Dec,238401200
France,,FR,FRA,France,Public Sector,2001-2005,Pledge,Source Currency,EUR,2002,Dec,50000000
Sweden,,SE,SWE,Sweden,Public Sector,2001-2005,Contribution,Source Currency,SEK,2002,Dec,200000000
Germany,,DE,DEU,Germany,Public Sector,2017-2019,Contribution,Source Currency,EUR,2017,Nov,57500000
Thailand,,TH,THA,Thailand,Public Sector,2001-2005,Pledge,Source Currency,USD,2005,Dec,1000000
Australia,,AU,AUS,Australia,Public Sector,2011-2013,Pledge,USD Equivalent,AUD,2013,Dec,94275000
Canada,,CA,CAN,Canada,Public Sector,2001-2005,Pledge,Source Currency,USD,2002,Dec,25000000
Korea (Republic),,KR,KOR,Korea (Republic),Public Sector,2008-2010,Contribution,Source Currency,USD,2010,Dec,2000000
Switzerland,,CH,CHE,Switzerland,Public Sector,2008-2010,Pledge,USD Equivalent,CHF,2010,Dec,7186858.32
Belgium,,BE,BEL,Belgium,Public Sector,2008-2010,Pledge,USD Equivalent,EUR,2009,Dec,23332020.88
European Commission,,,,,Public Sector,2017-2019,Contribution,Source Currency,EUR,2017,Jun,31314538
European Commission,,,,,Public Sector,2017-2019,Pledge,Source Currency,EUR,2016,Sep,443685462
Norway,,NO,NOR,Norway,Public Sector,2020-2022,Contribution,USD Equivalent,NOK,2020,Dec,36041865.51
Iceland,,IS,ISL,Iceland,Public Sector,2001-2005,Contribution,Source Currency,ISK,2004,Dec,15000000
Germany,,DE,DEU,Germany,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2020,Mar,96509127
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2014-2016,Pledge,Source Currency,EUR,2013,Dec,7500000
Sweden,,SE,SWE,Sweden,Public Sector,2014-2016,Contribution,USD Equivalent,SEK,2013,Dec,45698970
China,,CN,CHN,China,Public Sector,2008-2010,Contribution,USD Equivalent,USD,2009,Dec,2000000
France,,FR,FRA,France,Public Sector,2006-2007,Contribution,USD Equivalent,EUR,2006,Dec,292665212.5
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2017-2019,Contribution,USD Equivalent,GBP,2019,Nov,91539165.9
Switzerland,,CH,CHE,Switzerland,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2002,Dec,3072336.83
Australia,,AU,AUS,Australia,Public Sector,2011-2013,Contribution,USD Equivalent,AUD,2013,Dec,94275000
Brunei Darussalam,,BN,BRN,Brunei Darussalam,Public Sector,2011-2013,Contribution,Source Currency,USD,2011,Dec,100000
Sweden,,SE,SWE,Sweden,Public Sector,2020-2022,Pledge,USD Equivalent,SEK,2020,Nov,10181018.5
European Commission,,,,,Public Sector,2001-2005,Contribution,Source Currency,EUR,2005,Dec,58000000
Romania,,RO,ROU,Romania,Public Sector,2008-2010,Pledge,USD Equivalent,EUR,2010,Dec,67360
Thailand,,TH,THA,Thailand,Public Sector,2014-2016,Pledge,USD Equivalent,USD,2013,Dec,4500000
Uganda,,UG,UGA,Uganda,Public Sector,2001-2005,Contribution,Source Currency,USD,2004,Dec,500000
Slovenia,,SI,SVN,Slovenia,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2005,Dec,14795.3
Slovenia,,SI,SVN,Slovenia,Public Sector,2006-2007,Contribution,USD Equivalent,EUR,2007,Dec,43551.45
Singapore,,SG,SGP,Singapore,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2004,Dec,200000
South Africa,,ZA,ZAF,South Africa,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2017,Dec,2000000
Sweden,,SE,SWE,Sweden,Public Sector,2014-2016,Pledge,USD Equivalent,SEK,2013,Dec,380824750
Togo,,TG,TGO,Togo,Public Sector,2017-2019,Contribution,Source Currency,USD,2018,Aug,277865.97
Portugal,,PT,PRT,Portugal,Public Sector,2008-2010,Contribution,USD Equivalent,EUR,2010,Dec,2533866
Russian Federation,,RU,RUS,Russian Federation,Public Sector,2008-2010,Pledge,USD Equivalent,USD,2009,Dec,57398137.87
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2014-2016,Contribution,Source Currency,EUR,2015,Feb,2500000
European Commission,,,,,Public Sector,2014-2016,Contribution,Source Currency,EUR,2017,Jun,21500000
Rwanda,,RW,RWA,Rwanda,Public Sector,2011-2013,Contribution,USD Equivalent,USD,2013,Dec,325000
Spain,[2],ES,ESP,Spain,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2005,Dec,15000000
Belgium,,BE,BEL,Belgium,Public Sector,2008-2010,Contribution,Source Currency,EUR,2009,Dec,16600000
Finland,,FI,FIN,Finland,Public Sector,2008-2010,Contribution,USD Equivalent,EUR,2008,Dec,3934250
Côte d'Ivoire,,CI,CIV,Côte d'Ivoire,Public Sector,2017-2019,Contribution,USD Equivalent,EUR,2019,May,1026477.5
Canada,,CA,CAN,Canada,Public Sector,2006-2007,Pledge,Source Currency,CAD,2007,Dec,125000000
Germany,,DE,DEU,Germany,Public Sector,2006-2007,Contribution,USD Equivalent,EUR,2006,Dec,88114680
Portugal,,PT,PRT,Portugal,Public Sector,2008-2010,Pledge,Source Currency,EUR,2010,Dec,1870000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2011-2013,Pledge,USD Equivalent,GBP,2013,Dec,205013135.8
Belgium,,BE,BEL,Belgium,Public Sector,2020-2022,Pledge,Source Currency,EUR,2021,Sep,30000000
Denmark,,DK,DNK,Denmark,Public Sector,2017-2019,Pledge,Source Currency,DKK,2018,Jul,100000
Canada,,CA,CAN,Canada,Public Sector,2017-2019,Pledge,Source Currency,CAD,2016,Sep,804000000
Germany,,DE,DEU,Germany,Public Sector,2001-2005,Contribution,USD Equivalent,EUR,2003,Dec,37427325
Switzerland,,CH,CHE,Switzerland,Public Sector,2001-2005,Pledge,Source Currency,CHF,2004,Dec,3000000
Russian Federation,,RU,RUS,Russian Federation,Public Sector,2006-2007,Pledge,USD Equivalent,USD,2006,Dec,10000000
Singapore,,SG,SGP,Singapore,Public Sector,2001-2005,Contribution,Source Currency,USD,2004,Dec,200000
Spain,[2],ES,ESP,Spain,Public Sector,2008-2010,Pledge,USD Equivalent,EUR,2009,Dec,214444317
Germany,,DE,DEU,Germany,Public Sector,2017-2019,Contribution,Source Currency,EUR,2018,Jun,52500000
Kenya,,KE,KEN,Kenya,Public Sector,2001-2005,Pledge,Source Currency,KES,2002,Dec,653550
Germany,,DE,DEU,Germany,Public Sector,2014-2016,Contribution,Source Currency,EUR,2015,Apr,50000000
Greece,,GR,GRC,Greece,Public Sector,2008-2010,Pledge,Source Currency,EUR,2008,Dec,1000000
Zimbabwe,,ZW,ZWE,Zimbabwe,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2020,Mar,175000
New Zealand,,NZ,NZL,New Zealand,Public Sector,2001-2005,Pledge,USD Equivalent,NZD,2003,Dec,734000
Portugal,,PT,PRT,Portugal,Public Sector,2006-2007,Contribution,Source Currency,USD,2007,Dec,3000000
Switzerland,,CH,CHE,Switzerland,Public Sector,2011-2013,Pledge,Source Currency,CHF,2013,Dec,10000000
European Commission,,,,,Public Sector,2001-2005,Pledge,USD Equivalent,EUR,2003,Dec,50360226
Slovenia,,SI,SVN,Slovenia,Public Sector,2001-2005,Contribution,Source Currency,USD,2005,Dec,14795.3
Italy,,IT,ITA,Italy,Public Sector,2017-2019,Contribution,USD Equivalent,EUR,2017,Oct,42643923.38
New Zealand,,NZ,NZL,New Zealand,Public Sector,2020-2022,Pledge,Source Currency,NZD,2019,Jun,1000000
Canada,,CA,CAN,Canada,Public Sector,2006-2007,Pledge,USD Equivalent,CAD,2006,Dec,110599893.8
Kenya,,KE,KEN,Kenya,Public Sector,2020-2022,Contribution,USD Equivalent,USD,2021,Dec,2000000
Thailand,,TH,THA,Thailand,Public Sector,2008-2010,Pledge,USD Equivalent,USD,2010,Dec,1000000
Australia,,AU,AUS,Australia,Public Sector,2001-2005,Contribution,USD Equivalent,AUD,2004,Dec,13827500
Kuwait,,KW,KWT,Kuwait,Public Sector,2017-2019,Pledge,USD Equivalent,USD,2017,Mar,500000
Other Public,[1],,,,Public Sector,2020-2022,Pledge,USD Equivalent,CHF,2019,Oct,2873852.97
Ireland,,IE,IRL,Ireland,Public Sector,2001-2005,Contribution,Source Currency,EUR,2005,Dec,14000000
Thailand,,TH,THA,Thailand,Public Sector,2020-2022,Contribution,Source Currency,USD,2022,Jan,1343648.85
European Commission,,,,,Public Sector,2001-2005,Pledge,USD Equivalent,EUR,2004,Dec,264413350
France,,FR,FRA,France,Public Sector,2008-2010,Pledge,Source Currency,EUR,2010,Dec,300000000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2017-2019,Contribution,Source Currency,GBP,2019,Sep,300000000
Japan,,JP,JPN,Japan,Public Sector,2014-2016,Contribution,Source Currency,USD,2016,Mar,179237370
Japan,,JP,JPN,Japan,Public Sector,2008-2010,Pledge,USD Equivalent,USD,2008,Dec,183844974
Portugal,,PT,PRT,Portugal,Public Sector,2017-2019,Pledge,Source Currency,EUR,2018,Jun,90000
Italy,,IT,ITA,Italy,Public Sector,2001-2005,Contribution,Source Currency,EUR,2002,Dec,112335716.8
Monaco,,MC,MCO,Monaco,Public Sector,2001-2005,Pledge,Source Currency,USD,2003,Dec,44000
Mali,,ML,MLI,Mali,Public Sector,2020-2022,Pledge,Source Currency,EUR,2019,Oct,500000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2017-2019,Pledge,USD Equivalent,EUR,2016,Sep,9089888.93
United States,"[6,1]",US,USA,United States,Public Sector,2008-2010,Pledge,Source Currency,USD,2010,Dec,999080182
India,,IN,IND,India,Public Sector,2014-2016,Pledge,Source Currency,USD,2013,Dec,13500000
Poland,,PL,POL,Poland,Public Sector,2008-2010,Pledge,USD Equivalent,USD,2008,Dec,100000
China,,CN,CHN,China,Public Sector,2014-2016,Contribution,Source Currency,USD,2016,Aug,5000000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2020-2022,Contribution,Source Currency,GBP,2020,Jun,258000000
Italy,,IT,ITA,Italy,Public Sector,2014-2016,Contribution,Source Currency,EUR,2014,Jun,30000000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2014-2016,Pledge,Source Currency,EUR,2014,Sep,500000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2011-2013,Contribution,Source Currency,EUR,2013,Dec,2500000
Qatar,,QA,QAT,Qatar,Public Sector,2020-2022,Pledge,USD Equivalent,USD,2019,Oct,50000000
Germany,,DE,DEU,Germany,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2020,Jun,96509127
Italy,,IT,ITA,Italy,Public Sector,2017-2019,Contribution,Source Currency,EUR,2021,Aug,261015
Poland,,PL,POL,Poland,Public Sector,2001-2005,Pledge,Source Currency,USD,2004,Dec,10000
Denmark,,DK,DNK,Denmark,Public Sector,2008-2010,Pledge,Source Currency,DKK,2010,Dec,175000000
Kuwait,,KW,KWT,Kuwait,Public Sector,2008-2010,Contribution,Source Currency,USD,2008,Dec,1000000
Germany,,DE,DEU,Germany,Public Sector,2014-2016,Pledge,USD Equivalent,EUR,2015,Sep,-13590650
Portugal,,PT,PRT,Portugal,Public Sector,2020-2022,Contribution,Source Currency,EUR,2022,Apr,-116250
Korea (Republic),,KR,KOR,Korea (Republic),Public Sector,2014-2016,Contribution,Source Currency,USD,2016,Dec,2000000
Germany,,DE,DEU,Germany,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2020,Oct,193018254.01
Estonia,,EE,EST,Estonia,Public Sector,2014-2016,Pledge,USD Equivalent,EUR,2013,Dec,4077.19
Belgium,,BE,BEL,Belgium,Public Sector,2011-2013,Pledge,Source Currency,EUR,2013,Dec,11550000
France,,FR,FRA,France,Public Sector,2001-2005,Contribution,Source Currency,EUR,2005,Dec,150000000
Japan,,JP,JPN,Japan,Public Sector,2008-2010,Pledge,USD Equivalent,USD,2009,Dec,194426073
European Commission,,,,,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2020,Dec,14338498.86
China,,CN,CHN,China,Public Sector,2014-2016,Pledge,USD Equivalent,USD,2013,Dec,15000000
India,,IN,IND,India,Public Sector,2008-2010,Pledge,USD Equivalent,USD,2010,Dec,3000000
Netherlands,,NL,NLD,Netherlands,Public Sector,2020-2022,Contribution,Source Currency,EUR,2021,Aug,52000000
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2014-2016,Pledge,Source Currency,CHF,2013,Dec,200000
China,,CN,CHN,China,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2005,Dec,2000000
Zimbabwe,,ZW,ZWE,Zimbabwe,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2003,Dec,158462
Australia,,AU,AUS,Australia,Public Sector,2020-2022,Contribution,Source Currency,AUD,2021,Jul,30000000
European Commission,,,,,Public Sector,2011-2013,Contribution,USD Equivalent,EUR,2014,Oct,18979500
Ireland,,IE,IRL,Ireland,Public Sector,2008-2010,Pledge,Source Currency,EUR,2010,Dec,35000000
Sweden,,SE,SWE,Sweden,Public Sector,2020-2022,Pledge,Source Currency,SEK,2020,Nov,100000000
Australia,,AU,AUS,Australia,Public Sector,2001-2005,Contribution,Source Currency,AUD,2005,Dec,20000000
Switzerland,,CH,CHE,Switzerland,Public Sector,2001-2005,Contribution,USD Equivalent,CHF,2002,Dec,2521795.52
Japan,,JP,JPN,Japan,Public Sector,2011-2013,Pledge,Source Currency,USD,2011,Dec,114229085
Rwanda,,RW,RWA,Rwanda,Public Sector,2011-2013,Contribution,USD Equivalent,USD,2012,Dec,325000
Germany,,DE,DEU,Germany,Public Sector,2014-2016,Contribution,Source Currency,EUR,2015,Jun,50000000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2006-2007,Contribution,Source Currency,EUR,2007,Dec,2250000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2020-2022,Contribution,USD Equivalent,GBP,2021,May,281914567.62
Norway,,NO,NOR,Norway,Public Sector,2001-2005,Pledge,USD Equivalent,NOK,2005,Dec,23561558.43
Canada,,CA,CAN,Canada,Public Sector,2017-2019,Pledge,USD Equivalent,CAD,2016,Sep,615714504.24
Kuwait,,KW,KWT,Kuwait,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2018,Feb,2500000
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2008-2010,Pledge,USD Equivalent,CHF,2010,Dec,102753.8
France,,FR,FRA,France,Public Sector,2014-2016,Contribution,Source Currency,EUR,2019,Jun,30000000
Congo (Democratic Republic),,CD,COD,Congo (Democratic Republic),Public Sector,2020-2022,Pledge,Source Currency,USD,2019,Oct,6000000
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2017-2019,Pledge,USD Equivalent,CHF,2017,Aug,102986.61
Hungary,,HU,HUN,Hungary,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2004,Dec,10000
Qatar,,QA,QAT,Qatar,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2017,Jul,3333334
Norway,,NO,NOR,Norway,Public Sector,2008-2010,Pledge,USD Equivalent,NOK,2008,Dec,52646356.88
Saudi Arabia,,SA,SAU,Saudi Arabia,Public Sector,2014-2016,Contribution,USD Equivalent,USD,2014,Jul,9000000
Poland,,PL,POL,Poland,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2005,Dec,10000
Kuwait,,KW,KWT,Kuwait,Public Sector,2017-2019,Contribution,Source Currency,USD,2017,Mar,500000
Brunei Darussalam,,BN,BRN,Brunei Darussalam,Public Sector,2006-2007,Contribution,Source Currency,USD,2007,Dec,50000
France,,FR,FRA,France,Public Sector,2001-2005,Contribution,Source Currency,EUR,2003,Dec,50000000
Finland,,FI,FIN,Finland,Public Sector,2008-2010,Contribution,USD Equivalent,EUR,2009,Dec,4897550
Ireland,,IE,IRL,Ireland,Public Sector,2017-2019,Contribution,USD Equivalent,EUR,2019,Aug,11222085.1
Qatar,,QA,QAT,Qatar,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2018,Jul,3333333
Finland,,FI,FIN,Finland,Public Sector,2006-2007,Contribution,Source Currency,EUR,2007,Dec,2500000
Tunisia,,TN,TUN,Tunisia,Public Sector,2011-2013,Pledge,Source Currency,USD,2011,Dec,2000000
Zimbabwe,,ZW,ZWE,Zimbabwe,Public Sector,2014-2016,Pledge,USD Equivalent,USD,2013,Dec,1000000
New Zealand,,NZ,NZL,New Zealand,Public Sector,2001-2005,Pledge,Source Currency,NZD,2005,Dec,1200000
Qatar,,QA,QAT,Qatar,Public Sector,2020-2022,Contribution,Source Currency,USD,2022,Feb,10000000
Saudi Arabia,,SA,SAU,Saudi Arabia,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2017,Jun,2500000
Saudi Arabia,,SA,SAU,Saudi Arabia,Public Sector,2017-2019,Contribution,Source Currency,USD,2017,Nov,2500000
Korea (Republic),,KR,KOR,Korea (Republic),Public Sector,2014-2016,Pledge,Source Currency,USD,2013,Dec,12000000
Belgium,,BE,BEL,Belgium,Public Sector,2008-2010,Contribution,Source Currency,EUR,2010,Dec,21000000
Netherlands,,NL,NLD,Netherlands,Public Sector,2017-2019,Contribution,Source Currency,EUR,2019,Aug,53733333
Denmark,,DK,DNK,Denmark,Public Sector,2011-2013,Pledge,Source Currency,DKK,2011,Dec,175000000
Namibia,,NA,NAM,Namibia,Public Sector,2011-2013,Contribution,USD Equivalent,USD,2012,Dec,250000
Sweden,,SE,SWE,Sweden,Public Sector,2017-2019,Contribution,USD Equivalent,SEK,2019,Jun,99603926.5
South Africa,,ZA,ZAF,South Africa,Public Sector,2020-2022,Pledge,Source Currency,USD,2019,Oct,10000000
Australia,[1],AU,AUS,Australia,Public Sector,2014-2016,Pledge,USD Equivalent,AUD,2013,Dec,182165960
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2001-2005,Pledge,Source Currency,USD,2004,Dec,77190.27
Denmark,,DK,DNK,Denmark,Public Sector,2001-2005,Pledge,USD Equivalent,DKK,2002,Dec,14816510.98
South Africa,,ZA,ZAF,South Africa,Public Sector,2011-2013,Pledge,USD Equivalent,ZAR,2013,Dec,1524855.14
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2001-2005,Contribution,Source Currency,EUR,2003,Dec,2000000
Switzerland,,CH,CHE,Switzerland,Public Sector,2006-2007,Pledge,Source Currency,CHF,2006,Dec,6000000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2014-2016,Pledge,USD Equivalent,GBP,2013,Dec,1636929100
South Africa,,ZA,ZAF,South Africa,Public Sector,2017-2019,Contribution,Source Currency,USD,2018,Oct,1500000
Canada,,CA,CAN,Canada,Public Sector,2020-2022,Contribution,Source Currency,CAD,2021,Dec,353500000
Thailand,,TH,THA,Thailand,Public Sector,2014-2016,Contribution,Source Currency,USD,2015,May,79552.53
Russian Federation,,RU,RUS,Russian Federation,Public Sector,2006-2007,Pledge,USD Equivalent,USD,2007,Dec,85739936.39
Korea (Republic),,KR,KOR,Korea (Republic),Public Sector,2006-2007,Pledge,Source Currency,USD,2006,Dec,250000
Latvia,,LV,LVA,Latvia,Public Sector,2008-2010,Pledge,Source Currency,USD,2010,Dec,10000
Sweden,,SE,SWE,Sweden,Public Sector,2020-2022,Contribution,USD Equivalent,SEK,2022,Jun,66176620.3
Australia,,AU,AUS,Australia,Public Sector,2008-2010,Contribution,USD Equivalent,AUD,2008,Dec,38883600
Namibia,,NA,NAM,Namibia,Public Sector,2014-2016,Contribution,Source Currency,USD,2015,Feb,750000
Finland,,FI,FIN,Finland,Public Sector,2011-2013,Pledge,USD Equivalent,EUR,2012,Dec,5202000
France,[1],FR,FRA,France,Public Sector,2014-2016,Pledge,USD Equivalent,EUR,2013,Dec,1467790200
Slovenia,,SI,SVN,Slovenia,Public Sector,2008-2010,Pledge,Source Currency,EUR,2010,Dec,50000
Japan,,JP,JPN,Japan,Public Sector,2006-2007,Contribution,Source Currency,USD,2007,Dec,186006798
Switzerland,,CH,CHE,Switzerland,Public Sector,2006-2007,Contribution,USD Equivalent,CHF,2006,Dec,4913602.49
European Commission,,,,,Public Sector,2017-2019,Pledge,USD Equivalent,EUR,2016,Sep,497907601.21
Japan,,JP,JPN,Japan,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2017,Mar,129328573
Denmark,,DK,DNK,Denmark,Public Sector,2006-2007,Pledge,Source Currency,DKK,2007,Dec,140000000
Ireland,,IE,IRL,Ireland,Public Sector,2020-2022,Pledge,USD Equivalent,EUR,2019,Oct,55148072.57
Spain,,ES,ESP,Spain,Public Sector,2001-2005,Contribution,Source Currency,USD,2005,Dec,15000000
European Commission,,,,,Public Sector,2001-2005,Contribution,Source Currency,EUR,2004,Dec,212500000
Italy,,IT,ITA,Italy,Public Sector,2001-2005,Pledge,USD Equivalent,EUR,2002,Dec,108618673.1
Rwanda,,RW,RWA,Rwanda,Public Sector,2011-2013,Contribution,Source Currency,USD,2013,Dec,325000
South Africa,,ZA,ZAF,South Africa,Public Sector,2001-2005,Contribution,Source Currency,USD,2003,Dec,2000000
France,,FR,FRA,France,Public Sector,2020-2022,Contribution,Source Currency,EUR,2022,Feb,203906604
Armenia,,AM,ARM,Armenia,Public Sector,2020-2022,Pledge,USD Equivalent,USD,2019,Oct,15000000
Zimbabwe,,ZW,ZWE,Zimbabwe,Public Sector,2017-2019,Contribution,Source Currency,USD,2018,Mar,100000
Russian Federation,,RU,RUS,Russian Federation,Public Sector,2001-2005,Contribution,Source Currency,USD,2005,Dec,10000000
Germany,,DE,DEU,Germany,Public Sector,2011-2013,Pledge,USD Equivalent,EUR,2011,Dec,272170000
Sweden,,SE,SWE,Sweden,Public Sector,2001-2005,Contribution,Source Currency,SEK,2005,Dec,365000000
South Africa,,ZA,ZAF,South Africa,Public Sector,2006-2007,Contribution,USD Equivalent,ZAR,2006,Dec,130718.95
Denmark,,DK,DNK,Denmark,Public Sector,2006-2007,Pledge,USD Equivalent,DKK,2006,Dec,23905470.94
Namibia,,NA,NAM,Namibia,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2018,Mar,300000
Portugal,,PT,PRT,Portugal,Public Sector,2008-2010,Contribution,Source Currency,USD,2008,Dec,3000000
United States,,US,USA,United States,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2004,Dec,458881278
Uganda,,UG,UGA,Uganda,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2005,Dec,500000
Rwanda,,RW,RWA,Rwanda,Public Sector,2011-2013,Pledge,USD Equivalent,USD,2013,Dec,325000
Denmark,,DK,DNK,Denmark,Public Sector,2011-2013,Pledge,Source Currency,DKK,2012,Dec,145000000
Poland,,PL,POL,Poland,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2004,Dec,10000
Hungary,,HU,HUN,Hungary,Public Sector,2001-2005,Pledge,Source Currency,USD,2005,Dec,12000
Singapore,,SG,SGP,Singapore,Public Sector,2008-2010,Pledge,Source Currency,USD,2008,Dec,200000
Monaco,,MC,MCO,Monaco,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2003,Dec,44000
Switzerland,,CH,CHE,Switzerland,Public Sector,2001-2005,Contribution,USD Equivalent,CHF,2005,Dec,3927112.78
Switzerland,,CH,CHE,Switzerland,Public Sector,2017-2019,Pledge,Source Currency,CHF,2016,Sep,60000000
Namibia,,NA,NAM,Namibia,Public Sector,2011-2013,Pledge,Source Currency,USD,2012,Dec,250000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2011-2013,Contribution,USD Equivalent,GBP,2011,Dec,238401200
Norway,,NO,NOR,Norway,Public Sector,2008-2010,Pledge,USD Equivalent,NOK,2010,Dec,61969131.11
Kenya,,KE,KEN,Kenya,Public Sector,2014-2016,Contribution,Source Currency,USD,2015,Mar,1000000
